TRANSECT_NAME,COORDINATE_X,COORDINATE_Y,HABITAT_TYPE,TRANSECT_ID,POINT_ID
O'Mullane,713935,1603145,Périurbain,S48,S48P6
O'Mullane,713874,1603286,Périurbain,S48,S48P7
O'Mullane,713870,1603447,Périurbain,S48,S48P8
O'Mullane,713836,1603610,Périurbain,S48,S48P9
O'Mullane,713813,1603776,Périurbain,S48,S48P10
Petit Sentier RNC,727092,1633864,Forêt sèche,S49,S49P1
Petit Sentier RNC,727193,1633871,Forêt sèche,S49,S49P2
Petit Sentier RNC,727244,1633801,Forêt sèche,S49,S49P3
Petit Sentier RNC,727284,1633718,Forêt sèche,S49,S49P4
Petit Sentier RNC,727311,1633645,Forêt sèche,S49,S49P5
Petit Sentier RNC,727381,1633572,Forêt sèche,S49,S49P6
Petit Sentier RNC,727418,1633526,Forêt sèche,S49,S49P7
Petit Sentier RNC,727510,1633539,Forêt sèche,S49,S49P8
Petit Sentier RNC,727611,1633571,Forêt sèche,S49,S49P9
Petit Sentier RNC,727674,1633667,Forêt sèche,S49,S49P10
Piton Crève-cœur,731569,1598839,Forêt sèche,S50,S50P1
Piton Crève-cœur,731493,1598860,Forêt sèche,S50,S50P2
Piton Crève-cœur,731332,1598862,Forêt sèche,S50,S50P3
Piton Crève-cœur,731194,1598793,Forêt sèche,S50,S50P4
Piton Crève-cœur,731069,1598706,Forêt sèche,S50,S50P5
Piton Crève-cœur,731070,1598625,Forêt sèche,S50,S50P6
Piton Crève-cœur,731122,1598540,Forêt sèche,S50,S50P7
Piton Crève-cœur,731181,1598596,Forêt sèche,S50,S50P8
Piton Crève-cœur,731410,1598795,Forêt sèche,S50,S50P9
Piton Crève-cœur,731410,1598923,Forêt sèche,S50,S50P10
Pointe Banane,723923,1626820,Forêt sèche,S51,S51P1
Pointe Banane,723970,1626961,Forêt sèche,S51,S51P2
Pointe Banane,724057,1627084,Forêt sèche,S51,S51P3
Pointe Banane,724139,1627212,Forêt sèche,S51,S51P4
Pointe Banane,724177,1627363,Forêt sèche,S51,S51P5
Pointe Banane,724236,1627501,Forêt sèche,S51,S51P6
Pointe Banane,724367,1627569,Forêt sèche,S51,S51P7
Pointe Banane,724374,1627721,Forêt sèche,S51,S51P8
Pointe Banane,724306,1627858,Forêt sèche,S51,S51P9
Pointe Banane,724454,1627837,Forêt sèche,S51,S51P10
Pointe Jean-Claude,722829,1628140,Forêt sèche,S52,S52P1
Pointe Jean-Claude,722845,1628284,Forêt sèche,S52,S52P2
Pointe Jean-Claude,722921,1628393,Forêt sèche,S52,S52P3
Pointe Jean-Claude,723039,1628402,Forêt sèche,S52,S52P4
Pointe Jean-Claude,723066,1628519,Forêt sèche,S52,S52P5
Pointe Jean-Claude,723163,1628608,Forêt sèche,S52,S52P6
Pointe Jean-Claude,723264,1628589,Forêt sèche,S52,S52P7
Pointe Jean-Claude,723238,1628488,Forêt sèche,S52,S52P8
Pointe Jean-Claude,722974,1628307,Forêt sèche,S52,S52P9
Pointe Jean-Claude,722899,1628058,Forêt sèche,S52,S52P10
Pointe La Rose,725928,1621635,Forêt sèche,S53,S53P1
Pointe La Rose,725955,1621418,Forêt sèche,S53,S53P2
Pointe La Rose,725962,1621332,Forêt sèche,S53,S53P3
Pointe La Rose,726007,1621188,Forêt sèche,S53,S53P4
Pointe La Rose,725965,1621050,Forêt sèche,S53,S53P5
Pointe La Rose,726004,1620913,Forêt sèche,S53,S53P6
Pointe La Rose,726141,1620857,Forêt sèche,S53,S53P7
Pointe La Rose,726230,1620972,Forêt sèche,S53,S53P8
Pointe La Rose,726301,1621289,Forêt sèche,S53,S53P9
Pointe La Rose,726400,1621452,Forêt sèche,S53,S53P10
Pointe Lynch,724130,1626172,Forêt sèche,S54,S54P1
Pointe Lynch,723979,1626167,Forêt sèche,S54,S54P2
Pointe Lynch,723822,1626169,Forêt sèche,S54,S54P3
Pointe Lynch,723675,1626132,Forêt sèche,S54,S54P4
Pointe Lynch,723563,1626022,Forêt sèche,S54,S54P5
Pointe Lynch,723478,1625896,Forêt sèche,S54,S54P6
Pointe Lynch,723399,1625769,Forêt sèche,S54,S54P7
Pointe Lynch,723258,1625822,Forêt sèche,S54,S54P8
Pointe Lynch,723117,1625774,Forêt sèche,S54,S54P9
Pointe Lynch,723011,1625667,Forêt sèche,S54,S54P10
Pointe Rouge,722350,1632523,Forêt sèche,S55,S55P1
Pointe Rouge,722385,1632625,Forêt sèche,S55,S55P2
Pointe Rouge,722340,1632643,Forêt sèche,S55,S55P3
Pointe Rouge,722321,1632799,Forêt sèche,S55,S55P4
Pointe Rouge,722368,1632882,Forêt sèche,S55,S55P5
Pointe Rouge,722387,1632784,Forêt sèche,S55,S55P6
Pointe Rouge,722462,1632714,Forêt sèche,S55,S55P7
Pointe Rouge,722511,1632623,Forêt sèche,S55,S55P8
Pointe Rouge,722500,1632531,Forêt sèche,S55,S55P9
Pointe Rouge,722408,1632483,Forêt sèche,S55,S55P10
Post-Colon,707416,1622025,Périurbain,S56,S56P1
Post-Colon,707523,1621910,Périurbain,S56,S56P2
Post-Colon,707664,1621817,Périurbain,S56,S56P3
Post-Colon,707834,1621762,Périurbain,S56,S56P4
Post-Colon,707974,1621663,Périurbain,S56,S56P5
Post-Colon,708052,1621499,Périurbain,S56,S56P6
Post-Colon,708140,1621338,Périurbain,S56,S56P7
Post-Colon,708294,1621207,Périurbain,S56,S56P8
Post-Colon,708408,1621316,Périurbain,S56,S56P9
Post-Colon,708778,1621356,Périurbain,S56,S56P10
Rivière l'Or,708520,1621894,Forêt humide,S57,S57P1
Rivière l'Or,708348,1621985,Forêt humide,S57,S57P2
Rivière l'Or,708180,1622087,Forêt humide,S57,S57P3
Rivière l'Or,707966,1622143,Forêt humide,S57,S57P4
Rivière l'Or,707774,1622231,Forêt humide,S57,S57P5
Rivière l'Or,707613,1622319,Forêt humide,S57,S57P6
Rivière l'Or,707455,1622426,Forêt humide,S57,S57P7
Rivière l'Or,707352,1622583,Forêt humide,S57,S57P8
Rivière l'Or,707088,1622684,Forêt humide,S57,S57P9
Rivière l'Or,707233,1622475,Forêt humide,S57,S57P10
Rocher Leclerc,726123,1618218,Forêt sèche,S58,S58P1
Rocher Leclerc,726047,1618438,Forêt sèche,S58,S58P2
Rocher Leclerc,726071,1618680,Forêt sèche,S58,S58P3
Rocher Leclerc,726201,1618853,Forêt sèche,S58,S58P4
Rocher Leclerc,726423,1618945,Forêt sèche,S58,S58P5
Rocher Leclerc,726600,1618982,Forêt sèche,S58,S58P6
Rocher Leclerc,726693,1619121,Forêt sèche,S58,S58P7
Rocher Leclerc,726782,1619285,Forêt sèche,S58,S58P8
Rocher Leclerc,726610,1619355,Forêt sèche,S58,S58P9
Rocher Leclerc,726608,1619558,Forêt sèche,S58,S58P10
Route Forestière de Palourde,709251,1628062,Forêt humide,S59,S59P1
Route Forestière de Palourde,709121,1627986,Forêt humide,S59,S59P2
Route Forestière de Palourde,709031,1628123,Forêt humide,S59,S59P3
Route Forestière de Palourde,708898,1628205,Forêt humide,S59,S59P4
Route Forestière de Palourde,708787,1628314,Forêt humide,S59,S59P5
Route Forestière de Palourde,708636,1628355,Forêt humide,S59,S59P6
Route Forestière de Palourde,708514,1628441,Forêt humide,S59,S59P7
Route Forestière de Palourde,708537,1628592,Forêt humide,S59,S59P8
Route Forestière de Palourde,708468,1628730,Forêt humide,S59,S59P9
Route Forestière de Palourde,708317,1628749,Forêt humide,S59,S59P10
Trace des Caps,733663,1596797,Plage,S60,S60P1
Trace des Caps,733753,1596924,Plage,S60,S60P2
Trace des Caps,733858,1597036,Plage,S60,S60P3
Trace des Caps,734011,1597134,Plage,S60,S60P4
Trace des Caps,734099,1597170,Plage,S60,S60P5
Trace des Caps,734205,1597111,Plage,S60,S60P6
Trace des Caps,734313,1597143,Plage,S60,S60P7
Trace des Caps,734391,1597304,Plage,S60,S60P8
Trace des Caps,734373,1597433,Plage,S60,S60P9
Trace des Caps,734448,1597568,Plage,S60,S60P10
Tunnel Didier 2,706041,1619823,Forêt humide,S61,S61P1
Tunnel Didier 2,706047,1619957,Forêt humide,S61,S61P2
Tunnel Didier 2,706063,1620114,Forêt humide,S61,S61P3
Tunnel Didier 2,705972,1620242,Forêt humide,S61,S61P4
Tunnel Didier 2,705896,1620360,Forêt humide,S61,S61P5
Tunnel Didier 2,705872,1620513,Forêt humide,S61,S61P6
Tunnel Didier 2,705814,1620604,Forêt humide,S61,S61P7
Tunnel Didier 2,705765,1620758,Forêt humide,S61,S61P8
Tunnel Didier 2,705809,1620911,Forêt humide,S61,S61P9
Tunnel Didier 2,705729,1620984,Forêt humide,S61,S61P10
Tunnel Didier,705257,1621982,Forêt humide,S62,S62P1
Tunnel Didier,705402,1621778,Forêt humide,S62,S62P2
Tunnel Didier,705495,1621651,Forêt humide,S62,S62P3
Tunnel Didier,705439,1621525,Forêt humide,S62,S62P4
Tunnel Didier,705406,1621374,Forêt humide,S62,S62P5
Tunnel Didier,705439,1621229,Forêt humide,S62,S62P6
Tunnel Didier,705514,1621086,Forêt humide,S62,S62P7
Tunnel Didier,705570,1620933,Forêt humide,S62,S62P8
Tunnel Didier,705686,1621036,Forêt humide,S62,S62P9
Tunnel Didier,705796,1621103,Forêt humide,S62,S62P10
Vallée Fond Lahaye,703691,1618443,Périurbain,S63,S63P1
Vallée Fond Lahaye,703789,1618573,Périurbain,S63,S63P2
Vallée Fond Lahaye,703897,1618703,Périurbain,S63,S63P3
Vallée Fond Lahaye,703892,1618676,Périurbain,S63,S63P4
Vallée Fond Lahaye,703943,1619025,Périurbain,S63,S63P5
Vallée Fond Lahaye,703966,1619189,Périurbain,S63,S63P6
Vallée Fond Lahaye,703974,1619366,Périurbain,S63,S63P7
Vallée Fond Lahaye,704037,1619583,Périurbain,S63,S63P8
Vallée Fond Lahaye,704056,1619771,Périurbain,S63,S63P9
Vallée Fond Lahaye,704215,1620159,Périurbain,S63,S63P10
Verrier,701228,1624531,Agricole,S64,S64P1
Verrier,701088,1624429,Agricole,S64,S64P2
Verrier,701114,1624596,Agricole,S64,S64P3
Verrier,701210,1624700,Agricole,S64,S64P4
Verrier,701127,1624877,Agricole,S64,S64P5
Verrier,700971,1624814,Agricole,S64,S64P6
Verrier,700758,1624817,Agricole,S64,S64P7
Verrier,700502,1624779,Agricole,S64,S64P8
Verrier,700317,1624579,Agricole,S64,S64P9
Verrier,700146,1624476,Agricole,S64,S64P10
Bois Pothau,723849,1626490,Forêt sèche,S65,S65P1
Bois Pothau,723720,1626479,Forêt sèche,S65,S65P2
Bois Pothau,723624,1626474,Forêt sèche,S65,S65P3
Bois Pothau,723527,1626539,Agricole,S65,S65P4
Bois Pothau,723442,1626626,Agricole,S65,S65P5
Bois Pothau,723470,1626744,Agricole,S65,S65P6
Bois Pothau,723445,1626828,Agricole,S65,S65P7
Bois Pothau,723427,1626945,Forêt sèche,S65,S65P8
Bois Pothau,723481,1627061,Forêt sèche,S65,S65P9
Bois Pothau,723598,1627125,Forêt sèche,S65,S65P10
